arch,lob,seed,mape,rmspe,n_companies,n_filtered,training_time,epochs_trained,best_val_loss
gru_attention_unmasked,private_passenger_auto,41,0.08781960270388746,0.1485166658134684,284,0,179.25,206,0.004186742369913393
gru_attention_unmasked,private_passenger_auto,42,0.12389836953643646,0.19836645277364978,284,0,101.65,204,0.004201340799530347
gru_attention_unmasked,private_passenger_auto,43,0.16484432457406684,0.272349480981291,284,0,74.75,201,0.007078927010297775
gru_attention_unmasked,private_passenger_auto,44,0.16484432457406684,0.272349480981291,284,0,120.33,201,0.007078927010297775
gru_attention_unmasked,private_passenger_auto,45,0.16484432457406684,0.272349480981291,284,0,173.52,201,0.007078927010297775
gru_attention_unmasked,private_passenger_auto,46,0.16484432457406684,0.272349480981291,284,0,175.91,204,0.0033899619916660916
gru_attention_unmasked,private_passenger_auto,47,0.16484432457406684,0.272349480981291,284,0,173.28,201,0.007078927010297775
gru_attention_unmasked,private_passenger_auto,48,0.16484432457406684,0.272349480981291,284,0,151.03,201,0.007078927010297775
gru_attention_unmasked,private_passenger_auto,49,0.08010189830847939,0.13651693222521588,284,0,105.85,224,0.0005324330607739588
gru_attention_unmasked,workers_compensation,0,0.24938916749720977,0.35645206619428993,234,0,65.09,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,1,0.24938916749720977,0.35645206619428993,234,0,65.01,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,2,0.24938916749720977,0.35645206619428993,234,0,52.03,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,3,0.24938916749720977,0.35645206619428993,234,0,64.75,212,0.003850484566230859
gru_attention_unmasked,workers_compensation,4,0.09123275952925576,0.18770612460007718,234,0,88.27,274,0.0011836686005283678
gru_attention_unmasked,workers_compensation,5,0.13060490901761257,0.2565930859513487,234,0,76.18,233,0.0012387105879107757
gru_attention_unmasked,workers_compensation,6,0.10608142684848854,0.22305709587398667,234,0,78.26,241,0.02001621707209519
gru_attention_unmasked,workers_compensation,7,0.24938916749720977,0.35645206619428993,234,0,54.97,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,8,0.24938916749720977,0.35645206619428993,234,0,50.92,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,9,0.1522112916189008,0.234720993171465,234,0,55.27,218,0.0012369495234452188
gru_attention_unmasked,workers_compensation,10,0.16810165446460099,0.2273309941550435,234,0,104.39,321,0.00126022201896246
gru_attention_unmasked,workers_compensation,11,0.24938916749720977,0.35645206619428993,234,0,65.76,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,12,0.24938916749720977,0.35645206619428993,234,0,61.31,219,0.0038954481881644043
gru_attention_unmasked,workers_compensation,13,0.09227293392458064,0.16634370884233438,234,0,59.61,235,0.0011942637668523406
gru_attention_unmasked,workers_compensation,14,0.0927047411169385,0.1963762796097376,234,0,81.46,250,0.0012350533922602022
gru_attention_unmasked,workers_compensation,15,0.24938916749720977,0.35645206619428993,234,0,68.61,211,0.0038882896437176634
gru_attention_unmasked,workers_compensation,16,0.24938916749720977,0.35645206619428993,234,0,66.02,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,17,0.08763741202467173,0.1937863901046053,234,0,102.65,340,0.0012180580857342907
gru_attention_unmasked,workers_compensation,18,0.24938916749720977,0.35645206619428993,234,0,59.25,234,0.0038803580682724714
gru_attention_unmasked,workers_compensation,19,0.24938916749720977,0.35645206619428993,234,0,99.8,394,0.003962891808311854
gru_attention_unmasked,workers_compensation,20,0.175117025862782,0.2381638152468204,234,0,127.45,430,0.0012503053627109953
gru_attention_unmasked,workers_compensation,21,0.24938916749720977,0.35645206619428993,234,0,59.08,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,22,0.09762071552975787,0.18920132011547042,234,0,70.29,231,0.0012328776065260172
gru_attention_unmasked,workers_compensation,23,0.09804231279355598,0.20813950039905318,234,0,71.12,220,0.0011809378296935133
gru_attention_unmasked,workers_compensation,24,0.11788696586308423,0.30142286117055134,234,0,69.13,212,0.001180354697031102
gru_attention_unmasked,workers_compensation,25,0.24938916749720977,0.35645206619428993,234,0,68.26,212,0.003832555974700621
gru_attention_unmasked,workers_compensation,26,0.08740173538590486,0.18705438631384338,234,0,103.96,323,0.00118385352626709
gru_attention_unmasked,workers_compensation,27,0.11514145826660199,0.2261341416870158,234,0,67.21,208,0.001192764861376158
gru_attention_unmasked,workers_compensation,28,0.11549151514288172,0.21647377090010864,234,0,90.16,281,0.0012057034431823663
gru_attention_unmasked,workers_compensation,29,0.24938916749720977,0.35645206619428993,234,0,60.75,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,30,0.09825797370797361,0.20012002882844207,234,0,72.77,225,0.0012084192879098868
gru_attention_unmasked,workers_compensation,31,0.24938916749720977,0.35645206619428993,234,0,67.02,205,0.0037973160589379923
gru_attention_unmasked,workers_compensation,32,0.08725759684598082,0.1988336884055462,234,0,66.95,265,0.00115488756481292
gru_attention_unmasked,workers_compensation,33,0.14320834897324916,0.24012267180670488,234,0,60.38,223,0.0011895620679881955
gru_attention_unmasked,workers_compensation,34,0.24938916749720977,0.35645206619428993,234,0,62.37,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,35,0.1058026276228602,0.23747214508020278,234,0,68.31,211,0.001132388657424599
gru_attention_unmasked,workers_compensation,36,0.11879102495025039,0.19589197662281724,234,0,82.46,254,0.0011025265474537654
gru_attention_unmasked,workers_compensation,37,0.24938916749720977,0.35645206619428993,234,0,66.91,206,0.003838256733225925
gru_attention_unmasked,workers_compensation,38,0.24938916749720977,0.35645206619428993,234,0,77.09,235,0.0038288901892623733
gru_attention_unmasked,workers_compensation,39,0.10080716618418682,0.19449457169375456,234,0,75.54,229,0.0012154742144048214
gru_attention_unmasked,workers_compensation,40,0.09232423404710376,0.17208512861916175,234,0,81.47,247,0.001228264915490789
gru_attention_unmasked,workers_compensation,41,0.24938916749720977,0.35645206619428993,234,0,74.51,226,0.0038622816292835133
gru_attention_unmasked,workers_compensation,42,0.08386698468391242,0.1689788803690159,234,0,95.89,355,0.0012142871024220117
gru_attention_unmasked,workers_compensation,43,0.24938916749720977,0.35645206619428993,234,0,86.52,266,0.003881914108725531
gru_attention_unmasked,workers_compensation,44,0.24938916749720977,0.35645206619428993,234,0,55.22,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,45,0.10549969667428957,0.22239858858067904,234,0,61.48,242,0.001099890422275556
gru_attention_unmasked,workers_compensation,46,0.24938916749720977,0.35645206619428993,234,0,66.25,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,47,0.24938916749720977,0.35645206619428993,234,0,65.77,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,48,0.24938916749720977,0.35645206619428993,234,0,64.61,201,0.022679596607174193
gru_attention_unmasked,workers_compensation,49,0.10662322125407325,0.18233371697486317,234,0,55.72,213,0.0011537333983661874
