lob,arch1,arch2,mean1,mean2,t_stat,p_value,n1,n2,p_adjusted,significant
private_passenger_auto,gru_baseline,gru_attention,0.05126719874625125,0.12404904290845922,-10.327894703618416,6.163651941292084e-14,50,50,3.6981911647752506e-13,True
private_passenger_auto,gru_baseline,gru_attention_unmasked,0.05126719874625125,0.1323848433656917,-12.102059936910281,2.127922787829658e-16,50,50,1.2767536726977949e-15,True
private_passenger_auto,gru_attention,gru_attention_unmasked,0.12404904290845922,0.1323848433656917,-0.8590230192486494,0.39242943215136344,50,50,1.0,False
workers_compensation,gru_baseline,gru_attention,0.09821096399713303,0.18679823702446646,-9.676336666995507,5.29453200325901e-13,50,50,3.1767192019554063e-12,True
workers_compensation,gru_baseline,gru_attention_unmasked,0.09821096399713303,0.18009433839527478,-8.004438039019186,1.7711801770752526e-10,50,50,1.0627081062451515e-09,True
workers_compensation,gru_attention,gru_attention_unmasked,0.18679823702446646,0.18009433839527478,0.4895214116555183,0.6255800261310891,50,50,1.0,False
